Entry	Entry name	Gene names	Ensembl transcript
Q12981	SEC20_HUMAN	BNIP1 NIP1 SEC20L TRG8	ENST00000231668 [Q12981-1];ENST00000351486 [Q12981-4];ENST00000352523 [Q12981-3];ENST00000393770 [Q12981-2];
Q99442	SEC62_HUMAN	SEC62 TLOC1	ENST00000337002;ENST00000480708;
Q9H4I8	SEHL2_HUMAN	SERHL2 SERHL	ENST00000327678 [Q9H4I8-1];ENST00000335879 [Q9H4I8-2];ENST00000407614 [Q9H4I8-3];
Q9BVL4	SELO_HUMAN	SELENOO SELO	ENST00000380903;
P62341	SELT_HUMAN	SELENOT SELT UNQ150/PRO176	ENST00000471696;
Q14563	SEM3A_HUMAN	SEMA3A SEMAD	ENST00000265362;ENST00000436949;
Q9H3S1	SEM4A_HUMAN	SEMA4A SEMAB SEMB UNQ783/PRO1317	ENST00000355014 [Q9H3S1-1];ENST00000368282 [Q9H3S1-1];ENST00000368284 [Q9H3S1-2];ENST00000368285 [Q9H3S1-1];
Q92854	SEM4D_HUMAN	SEMA4D C9orf164 CD100 SEMAJ	ENST00000339861 [Q92854-2];ENST00000356444 [Q92854-1];ENST00000420987 [Q92854-2];ENST00000422704 [Q92854-1];ENST00000438547 [Q92854-1];ENST00000450295 [Q92854-1];ENST00000455551 [Q92854-2];
Q9P283	SEM5B_HUMAN	SEMA5B KIAA1445 SEMAG UNQ5867/PRO34001	ENST00000357599 [Q9P283-1];ENST00000451055 [Q9P283-4];ENST00000616742 [Q9P283-1];
Q9NVA2	SEP11_HUMAN	SEPT11	ENST00000264893 [Q9NVA2-1];ENST00000510515 [Q9NVA2-2];
Q6ZU15	SEP14_HUMAN	SEPT14	ENST00000388975;
O60613	SEP15_HUMAN	SELENOF SEP15	
P49908	SEPP1_HUMAN	SELENOP SELP SEPP1	ENST00000506577;ENST00000511224;ENST00000514985;
Q12884	SEPR_HUMAN	FAP	ENST00000188790 [Q12884-1];
Q15019	SEPT2_HUMAN	SEPT2 DIFF6 KIAA0158 NEDD5	ENST00000360051 [Q15019-1];ENST00000391971 [Q15019-1];ENST00000391973 [Q15019-1];ENST00000401990 [Q15019-3];ENST00000402092 [Q15019-1];ENST00000616972 [Q15019-2];
Q8N4B1	SESQ1_HUMAN	FAM109A	ENST00000361483 [Q8N4B1-4];ENST00000547838 [Q8N4B1-1];ENST00000548163 [Q8N4B1-1];
Q9C0A6	SETD5_HUMAN	SETD5 KIAA1757	ENST00000302463 [Q9C0A6-3];ENST00000402198 [Q9C0A6-1];ENST00000406341 [Q9C0A6-1];
Q15428	SF3A2_HUMAN	SF3A2 SAP62	ENST00000221494;
Q9Y3B4	SF3B6_HUMAN	SF3B6 SAP14 SF3B14 SF3B14A CGI-110 HSPC175 HT006	ENST00000233468;
Q8N474	SFRP1_HUMAN	SFRP1 FRP FRP1 SARP2	ENST00000220772;
Q96HF1	SFRP2_HUMAN	SFRP2 FRP2 SARP1 FKSG12 UNQ361/PRO697	ENST00000274063;
A0A1B0GU29	SIM28_HUMAN	SMIM28	ENST00000573100;
A0A1B0GVY4	SIM31_HUMAN	SMIM31	ENST00000507311;
A0A1B0GVT2	SIM36_HUMAN	SMIM36	ENST00000636752;
Q9NRC8	SIR7_HUMAN	SIRT7 SIR2L7	ENST00000328666 [Q9NRC8-1];
Q5JXA9	SIRB2_HUMAN	SIRPB2 PTPN1L PTPNS1L3	ENST00000359801 [Q5JXA9-1];ENST00000444444 [Q5JXA9-3];
Q5TFQ8	SIRBL_HUMAN	SIRPB1	ENST00000279477 [Q5TFQ8-1];ENST00000568365 [Q5TFQ8-1];
Q9UIU6	SIX4_HUMAN	SIX4	ENST00000216513;
Q8IX90	SKA3_HUMAN	SKA3 C13orf3 RAMA1	ENST00000298260 [Q8IX90-2];ENST00000314759 [Q8IX90-1];ENST00000400018 [Q8IX90-3];
Q86WV1	SKAP1_HUMAN	SKAP1 SCAP1 SKAP55	ENST00000336915 [Q86WV1-1];ENST00000584924 [Q86WV1-1];
Q13309	SKP2_HUMAN	SKP2 FBXL1	ENST00000274254 [Q13309-2];ENST00000274255 [Q13309-1];ENST00000620197 [Q13309-4];
Q9UIB8	SLAF5_HUMAN	CD84 SLAMF5	ENST00000311224 [Q9UIB8-1];ENST00000368048 [Q9UIB8-2];ENST00000368051 [Q9UIB8-5];ENST00000368054 [Q9UIB8-3];ENST00000534968 [Q9UIB8-7];
Q13239	SLAP1_HUMAN	SLA SLAP SLAP1	ENST00000338087 [Q13239-1];ENST00000395352 [Q13239-3];ENST00000427060 [Q13239-5];ENST00000517648 [Q13239-4];ENST00000524345 [Q13239-2];
Q9H6Q3	SLAP2_HUMAN	SLA2 C20orf156 SLAP2	ENST00000262866 [Q9H6Q3-1];ENST00000360672 [Q9H6Q3-2];
Q8IX21	SLF2_HUMAN	SLF2 C10orf6 FAM178A	ENST00000238961 [Q8IX21-1];ENST00000370269 [Q8IX21-2];ENST00000609386 [Q8IX21-3];
Q9GZT3	SLIRP_HUMAN	SLIRP C14orf156 DC23 DC50 PD04872	ENST00000238688 [Q9GZT3-2];ENST00000557342 [Q9GZT3-1];
O75093	SLIT1_HUMAN	SLIT1 KIAA0813 MEGF4 SLIL1	ENST00000266058 [O75093-1];
Q8IYM2	SLN12_HUMAN	SLFN12	ENST00000304905;ENST00000394562;ENST00000452764;
Q9NWH9	SLTM_HUMAN	SLTM MET	ENST00000380516 [Q9NWH9-1];
P0C7M3	SFTA3_HUMAN	SFTA3 SFTPH	ENST00000518529;
Q9BWM7	SFXN3_HUMAN	SFXN3	ENST00000393459;
Q9HBY8	SGK2_HUMAN	SGK2	ENST00000341458 [Q9HBY8-1];ENST00000373092 [Q9HBY8-2];ENST00000373100 [Q9HBY8-2];ENST00000423407 [Q9HBY8-2];ENST00000426287 [Q9HBY8-3];
Q99720	SGMR1_HUMAN	SIGMAR1 OPRS1 SRBP AAG8	ENST00000277010 [Q99720-1];ENST00000353468 [Q99720-4];ENST00000477726 [Q99720-3];
Q96HU1	SGSM3_HUMAN	SGSM3 MAP RABGAPLP RUTBC3	ENST00000248929 [Q96HU1-1];
O14492	SH2B2_HUMAN	SH2B2 APS	
Q6ZV89	SH2D5_HUMAN	SH2D5	ENST00000375031 [Q6ZV89-2];ENST00000444387 [Q6ZV89-1];
Q8TEJ3	SH3R3_HUMAN	SH3RF3 POSH2 SH3MD4	ENST00000309415;
Q96HL8	SH3Y1_HUMAN	SH3YL1	ENST00000356150 [Q96HL8-1];ENST00000402632 [Q96HL8-5];ENST00000403657 [Q96HL8-4];ENST00000403658 [Q96HL8-4];ENST00000403712 [Q96HL8-2];ENST00000405430 [Q96HL8-1];ENST00000626873 [Q96HL8-3];
Q15464	SHB_HUMAN	SHB	ENST00000377707 [Q15464-1];
O43166	SI1L1_HUMAN	SIPA1L1 E6TP1 KIAA0440	ENST00000358550 [O43166-3];ENST00000381232 [O43166-2];ENST00000555818 [O43166-1];
Q9P2F8	SI1L2_HUMAN	SIPA1L2 KIAA1389	ENST00000262861 [Q9P2F8-1];ENST00000308942 [Q9P2F8-2];ENST00000366630 [Q9P2F8-1];
Q16842	SIA4B_HUMAN	ST3GAL2 SIAT4B	ENST00000342907;ENST00000393640;
Q11206	SIA4C_HUMAN	ST3GAL4 CGS23 NANTA3 SIAT4C STZ	ENST00000227495 [Q11206-5];ENST00000356132 [Q11206-4];ENST00000392669 [Q11206-1];ENST00000444328 [Q11206-1];ENST00000449406 [Q11206-3];ENST00000526727 [Q11206-1];ENST00000530591 [Q11206-5];ENST00000532243 [Q11206-2];ENST00000534083 [Q11206-1];ENST00000534457 [Q11206-6];
Q92185	SIA8A_HUMAN	ST8SIA1 SIAT8 SIAT8A	ENST00000261197 [Q92185-2];ENST00000396037 [Q92185-1];
P0DMW5	SIL2B_HUMAN	SMIM10L2B LINC00087 NCRNA00087	ENST00000433425;
P0DJ93	SIM13_HUMAN	SMIM13 C6orf228	ENST00000376935;ENST00000416247;
Q96QK8	SIM14_HUMAN	SMIM14 C4orf34	ENST00000295958;
Q9NPC8	SIX2_HUMAN	SIX2	ENST00000303077;
O95475	SIX6_HUMAN	SIX6 OPTX2 SIX9	ENST00000327720;
Q96BD8	SKA1_HUMAN	SKA1 C18orf24	ENST00000285116 [Q96BD8-1];ENST00000398452 [Q96BD8-1];ENST00000417656 [Q96BD8-2];ENST00000571751 [Q96BD8-1];ENST00000616604 [Q96BD8-1];ENST00000633940 [Q96BD8-2];
Q1XH10	SKDA1_HUMAN	SKIDA1 C10orf140 DLN1	
Q15477	SKIV2_HUMAN	SKIV2L DDX13 SKI2W SKIV2 W	ENST00000375394;ENST00000383336;ENST00000412823;ENST00000421789;ENST00000429465;ENST00000448219;
P12755	SKI_HUMAN	SKI	ENST00000378536;
Q13485	SMAD4_HUMAN	SMAD4 DPC4 MADH4	ENST00000342988;ENST00000398417;
Q5PRF9	SMAG2_HUMAN	SAMD4B SMAUG2	ENST00000314471;ENST00000610417;
Q9NZC9	SMAL1_HUMAN	SMARCAL1 HARP	ENST00000357276;ENST00000358207;
Q8WU79	SMAP2_HUMAN	SMAP2 SMAP1L	ENST00000372708 [Q8WU79-2];ENST00000372718 [Q8WU79-1];ENST00000539317 [Q8WU79-3];
O00193	SMAP_HUMAN	SMAP C11orf58	ENST00000228136;
P38935	SMBP2_HUMAN	IGHMBP2 SMBP2 SMUBP2	ENST00000255078;
Q5VUG0	SMBT2_HUMAN	SFMBT2 KIAA1617	ENST00000361972;ENST00000397167;
Q14683	SMC1A_HUMAN	SMC1A DXS423E KIAA0178 SB1.8 SMC1 SMC1L1	ENST00000322213;
O60264	SMCA5_HUMAN	SMARCA5 SNF2H WCRF135	ENST00000283131;
Q969G3	SMCE1_HUMAN	SMARCE1 BAF57	ENST00000348513 [Q969G3-1];ENST00000377808 [Q969G3-5];ENST00000400122 [Q969G3-6];ENST00000578044 [Q969G3-3];ENST00000580419 [Q969G3-4];
Q8TEV9	SMCR8_HUMAN	SMCR8	ENST00000406438 [Q8TEV9-1];ENST00000639332 [Q8TEV9-1];
P62318	SMD3_HUMAN	SNRPD3	ENST00000215829 [P62318-1];ENST00000402849 [P62318-2];ENST00000404603 [P62318-1];
Q71RC9	SMIM5_HUMAN	SMIM5 C17orf109	ENST00000375215;ENST00000537494;
Q16637	SMN_HUMAN	SMN1 SMN SMNT; SMN2 SMNC	ENST00000351205 [Q16637-1];ENST00000380707 [Q16637-1];ENST00000380741 [Q16637-1];ENST00000380742 [Q16637-2];ENST00000380743 [Q16637-1];ENST00000503079 [Q16637-2];ENST00000506163 [Q16637-3];ENST00000611442 [Q16637-2];ENST00000614240 [Q16637-2];ENST00000614610 [Q16637-1];ENST00000614773 [Q16637-2];ENST00000618251 [Q16637-1];ENST00000618661 [Q16637-1];ENST00000622158 [Q16637-2];ENST00000622739 [Q16637-1];ENST00000624634 [Q16637-2];ENST00000626847 [Q16637-3];ENST00000627341 [Q16637-1];ENST00000628353 [Q16637-3];ENST00000628642 [Q16637-3];ENST00000629122 [Q16637-1];
Q9H4F8	SMOC1_HUMAN	SMOC1	ENST00000361956 [Q9H4F8-2];ENST00000381280 [Q9H4F8-1];
Q86VZ5	SMS1_HUMAN	SGMS1 MOB SMS1 TMEM23	
P53814	SMTN_HUMAN	SMTN SMSMO	ENST00000333137 [P53814-5];ENST00000347557 [P53814-1];ENST00000358743 [P53814-6];
Q53HV7	SMUG1_HUMAN	SMUG1	ENST00000243112 [Q53HV7-2];ENST00000337581 [Q53HV7-1];ENST00000401977 [Q53HV7-1];ENST00000506595 [Q53HV7-2];ENST00000508394 [Q53HV7-1];ENST00000513838 [Q53HV7-2];ENST00000514685 [Q53HV7-2];
Q9NRG4	SMYD2_HUMAN	SMYD2 KMT3C	ENST00000366957 [Q9NRG4-1];
Q6GMV2	SMYD5_HUMAN	SMYD5 RAI15	ENST00000389501;
Q99747	SNAG_HUMAN	NAPG SNAPG	ENST00000322897 [Q99747-1];
Q8TER0	SNED1_HUMAN	SNED1	ENST00000310397 [Q8TER0-1];ENST00000401884 [Q8TER0-5];ENST00000405547 [Q8TER0-3];
Q9BXW3	SNH12_HUMAN	SNHG12 C1orf79 PNAS-123 TRG11	
Q5SQN1	SNP47_HUMAN	SNAP47 C1orf142 HEL170 SVAP1	ENST00000315781 [Q5SQN1-1];ENST00000366759 [Q5SQN1-1];ENST00000366760 [Q5SQN1-4];
O75971	SNPC5_HUMAN	SNAPC5 SNAP19	ENST00000307979 [O75971-2];ENST00000316634 [O75971-1];ENST00000395589 [O75971-1];ENST00000562411 [O75971-1];ENST00000563480 [O75971-1];
P09012	SNRPA_HUMAN	SNRPA	ENST00000243563;
Q13424	SNTA1_HUMAN	SNTA1 SNT1	ENST00000217381 [Q13424-1];
Q9NY99	SNTG2_HUMAN	SNTG2	ENST00000308624 [Q9NY99-1];ENST00000407292 [Q9NY99-2];
B1AK76	SNUFL_HUMAN	SNURFL CXorf19	
Q9NRS6	SNX15_HUMAN	SNX15	ENST00000352068 [Q9NRS6-2];ENST00000377244 [Q9NRS6-1];
P57768	SNX16_HUMAN	SNX16	ENST00000345957 [P57768-1];ENST00000353788 [P57768-2];ENST00000396330 [P57768-1];
Q15036	SNX17_HUMAN	SNX17 KIAA0064	ENST00000233575 [Q15036-1];ENST00000537606 [Q15036-2];
Q92543	SNX19_HUMAN	SNX19 KIAA0254	ENST00000265909 [Q92543-1];ENST00000533214 [Q92543-2];
Q13596	SNX1_HUMAN	SNX1	ENST00000261889 [Q13596-3];ENST00000559844 [Q13596-1];ENST00000561026 [Q13596-2];
Q969T3	SNX21_HUMAN	SNX21 C20orf161 SNXL	ENST00000342644 [Q969T3-2];ENST00000462307 [Q969T3-3];ENST00000491381 [Q969T3-1];
Q8TEQ0	SNX29_HUMAN	SNX29 RUNDC2A	ENST00000566228 [Q8TEQ0-1];
O60749	SNX2_HUMAN	SNX2 TRG9	ENST00000379516 [O60749-1];ENST00000514949 [O60749-2];
Q9Y5X3	SNX5_HUMAN	SNX5	ENST00000377759 [Q9Y5X3-1];ENST00000377768 [Q9Y5X3-1];ENST00000606557 [Q9Y5X3-2];
Q9Y5X2	SNX8_HUMAN	SNX8	ENST00000222990;
P46721	SO1A2_HUMAN	SLCO1A2 OATP OATP1 OATP1A2 SLC21A3	ENST00000307378 [P46721-1];
Q9NPD5	SO1B3_HUMAN	SLCO1B3 LST2 OATP1B3 OATP8 SLC21A8	ENST00000261196 [Q9NPD5-1];ENST00000381545 [Q9NPD5-1];
Q92959	SO2A1_HUMAN	SLCO2A1 OATP2A1 SLC21A2	ENST00000310926;
Q96BD0	SO4A1_HUMAN	SLCO4A1 OATP1 OATP4A1 OATPE SLC21A12	ENST00000217159 [Q96BD0-1];ENST00000370507 [Q96BD0-1];
Q86UG4	SO6A1_HUMAN	SLCO6A1 OATP6A1 SLC21A19	ENST00000379807 [Q86UG4-1];ENST00000389019 [Q86UG4-2];ENST00000506729 [Q86UG4-1];
P35610	SOAT1_HUMAN	SOAT1 ACACT ACACT1 ACAT ACAT1 SOAT STAT	ENST00000367619 [P35610-1];ENST00000539888 [P35610-3];ENST00000540564 [P35610-2];
Q9NX45	SOLH2_HUMAN	SOHLH2 TEB1	ENST00000317764 [Q9NX45-2];ENST00000379881 [Q9NX45-1];
P01242	SOM2_HUMAN	GH2	ENST00000332800 [P01242-2];ENST00000423893 [P01242-1];ENST00000449787 [P01242-3];ENST00000456543 [P01242-4];
P01241	SOMA_HUMAN	GH1	ENST00000323322 [P01241-1];ENST00000351388 [P01241-5];ENST00000458650 [P01241-2];
Q9HC62	SENP2_HUMAN	SENP2 KIAA1331	ENST00000296257 [Q9HC62-1];
Q9GZR1	SENP6_HUMAN	SENP6 KIAA0797 SSP1 SUSP1 FKSG6	ENST00000370010 [Q9GZR1-2];ENST00000447266 [Q9GZR1-1];
Q8IYM1	SEP12_HUMAN	SEPT12	ENST00000268231 [Q8IYM1-1];ENST00000396693 [Q8IYM1-2];
P78330	SERB_HUMAN	PSPH	ENST00000275605;ENST00000395471;ENST00000437355;
A6NH21	SERC4_HUMAN	SERINC4	ENST00000319327 [A6NH21-1];
A8MV23	SERP3_HUMAN	SERPINE3	ENST00000400389 [A8MV23-2];ENST00000521255 [A8MV23-1];ENST00000524365 [A8MV23-2];
P58005	SESN3_HUMAN	SESN3 SEST3	ENST00000278499 [P58005-4];ENST00000416495 [P58005-3];ENST00000536441 [P58005-1];
O15047	SET1A_HUMAN	SETD1A KIAA0339 KMT2F SET1 SET1A	ENST00000262519;
Q15047	SETB1_HUMAN	SETDB1 KIAA0067 KMT1E	ENST00000271640 [Q15047-1];ENST00000368962 [Q15047-2];ENST00000368969 [Q15047-3];
Q9BYW2	SETD2_HUMAN	SETD2 HIF1 HYPB KIAA1732 KMT3A SET2 HSPC069	ENST00000409792 [Q9BYW2-1];
Q8WTS6	SETD7_HUMAN	SETD7 KIAA1717 KMT7 SET7 SET9	ENST00000274031;
Q9BWJ5	SF3B5_HUMAN	SF3B5 SF3B10	ENST00000367569;
Q9H7N4	SFR19_HUMAN	SCAF1 SFRS19 SRA1	ENST00000360565;
Q86XK3	SFR1_HUMAN	SFR1 C10orf78 MEI5 MEIR5	ENST00000369727 [Q86XK3-1];ENST00000369729 [Q86XK3-3];
Q92765	SFRP3_HUMAN	FRZB FIZ FRE FRP FRZB1 SFRP3	ENST00000295113;
P0DMR2	SG1C2_HUMAN	SCGB1C2	ENST00000595228;ENST00000613221;
Q6XE38	SG1D4_HUMAN	SCGB1D4 UNQ517/PRO812	ENST00000358585;
Q13296	SG2A2_HUMAN	SCGB2A2 MGB1 UGB2	ENST00000227918 [Q13296-1];
Q96QR1	SG3A1_HUMAN	SCGB3A1 HIN1 PNSP2 UGRP2 UNQ629/PRO1245	ENST00000292641;
Q92629	SGCD_HUMAN	SGCD	ENST00000337851 [Q92629-2];ENST00000435422 [Q92629-1];ENST00000517913 [Q92629-3];
Q96ES7	SGF29_HUMAN	SGF29 CCDC101	ENST00000317058;
Q9BQI5	SGIP1_HUMAN	SGIP1	ENST00000237247 [Q9BQI5-3];ENST00000371037 [Q9BQI5-1];ENST00000371039 [Q9BQI5-5];
O00141	SGK1_HUMAN	SGK1 SGK	ENST00000237305 [O00141-1];ENST00000367857 [O00141-4];ENST00000367858 [O00141-2];ENST00000413996 [O00141-3];ENST00000528577 [O00141-5];
Q9Y2Z0	SGT1_HUMAN	SUGT1	ENST00000310528 [Q9Y2Z0-2];ENST00000343788 [Q9Y2Z0-1];
O43765	SGTA_HUMAN	SGTA SGT SGT1	ENST00000221566;
O14796	SH21B_HUMAN	SH2D1B EAT2	ENST00000367929 [O14796-1];
Q5SQS7	SH24B_HUMAN	SH2D4B	ENST00000313455 [Q5SQS7-3];ENST00000339284 [Q5SQS7-2];
Q9NRF2	SH2B1_HUMAN	SH2B1 KIAA1299 SH2B	ENST00000322610 [Q9NRF2-1];ENST00000337120 [Q9NRF2-2];ENST00000359285 [Q9NRF2-3];ENST00000395532 [Q9NRF2-2];ENST00000618521 [Q9NRF2-1];
Q7Z4S9	SH2D6_HUMAN	SH2D6	ENST00000389938 [Q7Z4S9-2];
Q9H299	SH3L3_HUMAN	SH3BGRL3 P1725	ENST00000270792;
Q8TEC5	SH3R2_HUMAN	SH3RF2 PPP1R39 RNF158	ENST00000359120 [Q8TEC5-1];ENST00000511217 [Q8TEC5-1];
P29353	SHC1_HUMAN	SHC1 SHC SHCA	ENST00000368445 [P29353-1];ENST00000368450 [P29353-2];ENST00000368453 [P29353-7];ENST00000448116 [P29353-6];
O15266	SHOX_HUMAN	SHOX PHOG	ENST00000334060 [O15266-2];ENST00000381575 [O15266-2];ENST00000381578 [O15266-1];ENST00000554971 [O15266-1];
Q6PI26	SHQ1_HUMAN	SHQ1	ENST00000325599 [Q6PI26-1];ENST00000463369 [Q6PI26-2];
Q2M3G4	SHRM1_HUMAN	SHROOM1 APXL2 KIAA1960	ENST00000319854 [Q2M3G4-2];ENST00000378679 [Q2M3G4-1];ENST00000617339 [Q2M3G4-1];
Q13796	SHRM2_HUMAN	SHROOM2 APXL	ENST00000380913;
A0PJX4	SHSA3_HUMAN	SHISA3	ENST00000319234;
P58511	SI11A_HUMAN	SMIM11A C21orf51 FAM165B SMIM11	ENST00000399292;ENST00000399295;
O60292	SI1L3_HUMAN	SIPA1L3 KIAA0545 SPAL3	ENST00000222345;
Q11201	SIA4A_HUMAN	ST3GAL1 SIAT4 SIAT4A	ENST00000399640;ENST00000521180;ENST00000522652;
Q9BVH7	SIA7E_HUMAN	ST6GALNAC5 SIAT7E	ENST00000477717;
Q969X2	SIA7F_HUMAN	ST6GALNAC6 SIAT7F UNQ708/PRO1359	ENST00000291839 [Q969X2-1];ENST00000373141 [Q969X2-2];ENST00000373142 [Q969X2-3];ENST00000373144 [Q969X2-2];ENST00000373146 [Q969X2-1];ENST00000622357 [Q969X2-2];
Q9HAT2	SIAE_HUMAN	SIAE YSG2	ENST00000263593 [Q9HAT2-1];ENST00000545756 [Q9HAT2-2];ENST00000618733 [Q9HAT2-2];
Q9NXL6	SIDT1_HUMAN	SIDT1	ENST00000264852 [Q9NXL6-1];ENST00000393830 [Q9NXL6-2];
Q8NBJ9	SIDT2_HUMAN	SIDT2 CGI-40 PSEC0072 UNQ685/PRO1325	ENST00000324225 [Q8NBJ9-1];ENST00000620360 [Q8NBJ9-1];
Q96PQ1	SIG12_HUMAN	SIGLEC12 SIGLECL1 SLG UNQ9215/PRO34042	ENST00000291707 [Q96PQ1-1];ENST00000598614 [Q96PQ1-2];
Q6ZMC9	SIG15_HUMAN	SIGLEC15 CD33L3	ENST00000389474 [Q6ZMC9-1];ENST00000546268 [Q6ZMC9-2];
P57059	SIK1_HUMAN	SIK1 SIK SNF1LK	ENST00000270162;
Q9Y2K2	SIK3_HUMAN	SIK3 KIAA0999 QSK L19	ENST00000292055;ENST00000375288;ENST00000542607;
A0A1B0GW64	SIM33_HUMAN	SMIM33	ENST00000637503;
Q96EB6	SIR1_HUMAN	SIRT1 SIR2L1	ENST00000212015 [Q96EB6-1];
Q8IXJ6	SIR2_HUMAN	SIRT2 SIR2L SIR2L2	ENST00000249396 [Q8IXJ6-1];ENST00000392081 [Q8IXJ6-2];ENST00000634533 [Q8IXJ6-1];ENST00000635478 [Q8IXJ6-2];
Q5T5P2	SKT_HUMAN	KIAA1217 SKT	ENST00000307544 [Q5T5P2-6];ENST00000376451 [Q5T5P2-3];ENST00000376452 [Q5T5P2-10];ENST00000376454 [Q5T5P2-1];ENST00000376462 [Q5T5P2-9];ENST00000396445 [Q5T5P2-8];ENST00000396446 [Q5T5P2-4];ENST00000430453 [Q5T5P2-9];ENST00000458595 [Q5T5P2-7];
Q92581	SL9A6_HUMAN	SLC9A6 KIAA0267 NHE6	ENST00000370695 [Q92581-2];ENST00000370698 [Q92581-1];ENST00000370701 [Q92581-3];ENST00000636092 [Q92581-3];ENST00000636347 [Q92581-3];ENST00000637234 [Q92581-3];ENST00000637581 [Q92581-3];
Q5TAH2	SL9C2_HUMAN	SLC9C2 SLC9A11	ENST00000367714;
Q96DU3	SLAF6_HUMAN	SLAMF6 KALI UNQ6123/PRO20080	ENST00000368055 [Q96DU3-3];ENST00000368057 [Q96DU3-1];ENST00000368059 [Q96DU3-2];
Q9P0V8	SLAF8_HUMAN	SLAMF8 BLAME	ENST00000289707 [Q9P0V8-1];ENST00000368104 [Q9P0V8-2];
Q96A28	SLAF9_HUMAN	SLAMF9 CD2F10 UNQ1938/PRO4421	ENST00000368092 [Q96A28-2];ENST00000368093 [Q96A28-1];
P0DP57	SLUR2_HUMAN	SLURP2	ENST00000317543;
Q2TAY7	SMU1_HUMAN	SMU1	ENST00000397149 [Q2TAY7-1];
Q8NB12	SMYD1_HUMAN	SMYD1	ENST00000419482;
Q12824	SNF5_HUMAN	SMARCB1 BAF47 INI1 SNF5L1	ENST00000263121 [Q12824-1];ENST00000407422 [Q12824-2];ENST00000618915 [Q12824-1];ENST00000631333 [Q12824-2];
Q96H20	SNF8_HUMAN	SNF8 EAP30	ENST00000290330 [Q96H20-2];ENST00000502492 [Q96H20-1];
A8MWL6	SNG2L_HUMAN		
O95473	SNG4_HUMAN	SYNGR4	ENST00000344846;
Q8TAD8	SNIP1_HUMAN	SNIP1	ENST00000296215;
O00161	SNP23_HUMAN	SNAP23	ENST00000249647 [O00161-1];ENST00000349777 [O00161-2];ENST00000397138 [O00161-2];
Q16533	SNPC1_HUMAN	SNAPC1 SNAP43	ENST00000216294;
Q96DI7	SNR40_HUMAN	SNRNP40 PRP8BP SFP38 WDR57	ENST00000263694 [Q96DI7-1];
Q9UNH6	SNX7_HUMAN	SNX7	ENST00000306121 [Q9UNH6-3];
O15524	SOCS1_HUMAN	SOCS1 SSI1 TIP3	ENST00000332029;
Q8WXH5	SOCS4_HUMAN	SOCS4 SOCS7	ENST00000339298;ENST00000395472;ENST00000555846;
O14544	SOCS6_HUMAN	SOCS6 CIS4 SOCS4	ENST00000397942;ENST00000582322;
O14512	SOCS7_HUMAN	SOCS7 NAP4 SOCS6	ENST00000612932 [O14512-1];ENST00000615473 [O14512-1];
A6NKC9	SH2D7_HUMAN	SH2D7	ENST00000328828;
Q99961	SH3G1_HUMAN	SH3GL1 CNSA1 SH3D2B	ENST00000269886 [Q99961-1];ENST00000417295 [Q99961-2];ENST00000598564 [Q99961-3];
O75368	SH3L1_HUMAN	SH3BGRL	ENST00000373212;
Q8IW03	SIAH3_HUMAN	SIAH3	ENST00000400405;
Q96LC7	SIG10_HUMAN	SIGLEC10 SLG2 UNQ477/PRO940	ENST00000339313 [Q96LC7-1];ENST00000353836 [Q96LC7-2];ENST00000436984 [Q96LC7-7];ENST00000439889 [Q96LC7-3];ENST00000441969 [Q96LC7-6];ENST00000442846 [Q96LC7-8];
Q6IA17	SIGIR_HUMAN	SIGIRR UNQ301/PRO342	ENST00000332725 [Q6IA17-1];ENST00000397632 [Q6IA17-1];ENST00000431843 [Q6IA17-1];
Q9Y286	SIGL7_HUMAN	SIGLEC7 AIRM1	ENST00000305628 [Q9Y286-2];ENST00000317643 [Q9Y286-1];ENST00000536156 [Q9Y286-3];ENST00000600577 [Q9Y286-4];
Q9Y336	SIGL9_HUMAN	SIGLEC9 UNQ668/PRO1302	ENST00000250360 [Q9Y336-1];ENST00000440804 [Q9Y336-2];
Q9H0K1	SIK2_HUMAN	SIK2 KIAA0781 QIK SNF1LK2	ENST00000304987;
Q9BRV8	SIKE1_HUMAN	SIKE1 SIKE	ENST00000060969 [Q9BRV8-1];ENST00000369528 [Q9BRV8-2];
O75264	SIM24_HUMAN	SMIM24 C19orf77 HSPC323	ENST00000215531;
O15304	SIVA_HUMAN	SIVA1 SIVA	ENST00000329967 [O15304-1];ENST00000347067 [O15304-2];
Q15475	SIX1_HUMAN	SIX1	ENST00000247182;
O95343	SIX3_HUMAN	SIX3	ENST00000260653;
P84550	SKOR1_HUMAN	SKOR1 CORL1 FUSSEL15 LBXCOR1	ENST00000341418 [P84550-2];ENST00000380035 [P84550-1];
Q9UBY0	SL9A2_HUMAN	SLC9A2 NHE2	ENST00000233969;
A6NJY1	SL9P1_HUMAN	SLC9B1P1	
Q8ND83	SLAI1_HUMAN	SLAIN1 C13orf32	ENST00000314070 [Q8ND83-3];ENST00000358679 [Q8ND83-2];ENST00000466548 [Q8ND83-1];ENST00000488699 [Q8ND83-4];
Q07837	SLC31_HUMAN	SLC3A1 RBAT	ENST00000260649 [Q07837-1];ENST00000409229 [Q07837-6];ENST00000409380 [Q07837-2];ENST00000409740 [Q07837-4];ENST00000409741 [Q07837-5];ENST00000410056 [Q07837-3];
